Year,Title,Director,Cast,Genre
1949,Jeevan Saathi,M. D. Baig,"Ajit, Sulochna Chatterjee, Mumtaz Ali, Jeevan, Badri Prasad, S. Nazir, Sudha Rao",Social
1949,Jigar,Bhagwan,"Bhagwan, Leela Gupte, Vasantrao Pehalwan, Baburao Pehalwan",
1949,Jiyo Raja,Nari Ghadiali,"Agha, Shanta Patel, Prakash, Azim, Mumtaz Ali",Action
1949,Joker,Balwant Bhatt,"Bhagwan, Shyam Sunder, Kamal Rani, Shanta Dewan, Razia, Nadir",Action
1949,Kamal,Surya Kumar,"Surendra, Mohana, Madan Puri, Jeevan, Lalita Rao",Social
1949,Kaneez,Krishna Kumar,"Shyam, Munawwar Sultana, Urmila Devi, Kuldip Kaur, Shyama, Jillo Bai, Tiwari, Cuckoo",Family Social
1949,Karwat,"Prakash, B.R. Chopra (uncredited)","Bhagwan, Leela Gupte, Satish, Baburao Pehalwan, Vasantrao Pehalwan, Deepak, Ratanpriya, Anwaribai",Action
1949,Khush Raho,Harbans Singh,"Bhagwan, Leela Gupte, Satish, Baburao Pehalwan, Vasantrao Pehalwan, Deepak, Ratanpriya, Anwaribai",Action
1949,Kinara,Ambalal Dave,"Geeta Bali, Sharda, Ram Singh, Madhusudan Acharya, S. Nazir, Kanta Kumari",Social
1949,Laadli,J. P. Advani,"P. Jairaj, Ruby Myers Chatterjee, Kuldip Kaur, David, Ramesh Sinha, Randhir, Narmada Shankar, Urvashi",romance Drama
1949,Lahore,M. L. Anand,"Karan Dewan, Nargis, Pratima Devi, Om Prakash, Randhir, Ram Avtar, Gulab, Balakram",Social Drama
1949,Lekh,G. Rakesh,"Motilal, Suraiya, Sitara Devi, Suraiya Choudhary, Anand Pal, Chaman Puri, Gajanan Jagirdar, Cuckoo",Social
1949,Maa Ka Pyaar,Ram Daryani,"Prem Adib, Ruby Myers Chatterjee, Ranjit Kumari, Manorama, Jeevan, Gope",Family
1949,Mahal,Kamal Amrohi,"Ashok Kumar, Madhubala, Vijaylaxmi, Kumar, Kanu Roy, Sheela Naik, Leela Pandey, Neelam, Jagannath",Suspense Thriller
1949,Main Abla Nahin Hoon,Shantaram Athavale,"Raja Paranjpe, Shanta Apte, Jaswant, Ashalata, Raja Nene, B. Apte",Social
1949,Maya Bazar,Datta Dharmadhikari,"Shahu Modak, Durga Khote, Usha Marathe,   Shakuntala, Balakram, Kusum Deshpande",Mythology
1949,Maya Mahal,K. Talpade,"John Cawas, Fearless Nadia, Dalpat, Sona Chatterjee, Anwaribai",Action Fantasy
1949,Naach,Ravindra Dave,"Shyam, Suraiya, Shyama, Kuldip Kaur, Om Prakash, Raj Mehra, Gulab, Shyam Kumar, Yashodhara Katju",Social Drama
1949,Namoona,Hira Singh,"Dev Anand, Kamini Kaushal, Kishore Sahu, Shyama, Madan Puri, Leela Chitnis, Cuckoo",Social Romance Drama
1949,Nanand Bhojai,Ratibhai Punatkar,"Nirupa Roy, Manhar Desai, Dulari, Babu Raje, Suryakant, Lata Bai, Chhagan",Family
1949,Narad Muni,Raman B. Desai,"Purnima, Lata Bai, Babu Raje, Shanti Madhok, Suryakant, Pinakin Shah",Mythology
1949,Narsinha Avtar,Sohrab Modi,"Mahipal, Shobhana Samarth, Laxman, Niranjan Sharma, Madan Mohan, Kanta Kumari, Tiwari, Hari Shivdasani",Mythology
1949,Nazare,Pralhad Dutt,"Agha, Shashikala, Shanti Modak, Satish, Ram Avtar, Anwaribai, Rajendra",Social
1949,Neki Aur Badi,Kidar Sharma,"Madhubala, Geeta Bali, Kidar Sharma, Pesi Patel, Uma Dutt, Nazira",Social
1949,Nisbat,Shamshuddin,"Munawwar Sultana, Yakub, H. Prakash, Zebunissa, Sofia, Jilloobai",Social
1949,Nishan,S. S. Vasan,"Ranjan, P. Bhanumati, Nagendra Rao, Maya Banerjee, B. S. Kalla, M. K. Radha, Narayan Rao",Costume Drama
1949,Paras,Anant Thakur,"Kamini Kaushal, Rehman, Madhubala, Sapru, K. N. Singh, Ruby Myers Chatterjee, Murad Gope, Pratima Devi, Cuckoo, Amar, Ram Avtar",romance Drama
1949,Parda,A. G. Sooma,"Amar, Rehana, Kusum Thakur, N. A. Ansari, Chand Burke, Shanti Madhok, Nazir Kashmiri",Social
1949,Parivartan,N. R. Acharya,"Motilal, Raj Kapoor, Anjali Devi, Moni Chatterjee, Rukmani Devi, Vasant Malini, Nand Kishore",Social
1949,Patanga,H. S. Rawail,"Shyam, Nigar Sultana, Yakub, Purnima, Shyama, Gope, Cuckoo, Ajit, Rajendranath, Raj Mehra, Ramesh Sinha",Romance Drama
1949,Pyar Ki Raat,A. R. Zamindar,"Bhagwan, Leela Gupte, Satish, Baburao Pehalwan, Vasantrao Pehalwan, Mirajkar, Bibi, Anwaribai",Action
1949,Raat Ki Raani,Jagdish Sethi,"Shyam, Munawwar Sultana, Ruby Myers Chatterjee, Madan Puri, Jagdish Sethi, Om Prakash, Chaman Puri",
1949,Rakhi,Shanti Kumar,"Karan Dewan, Kamini Kaushal, Gope, Pran, Kuldip Kaur, Yashodhara Katju",Family
1949,Ram Vivaha,Prem Adib,"Shobhana Samarth, Prem Adib, Umakant, Ulhas, Yashodhara Katju, Shanta Kumar, Ram Avtar",Religious
1949,Rangila Rajasthan,Bharat Vyas,"Bharat Bhushan, Gita Bose, Uma Dutt, Shakuntala, Saroj Borkar",Folk Legend
1949,Rim-Jhim,"Ramesh Gupta, Sushil Sahu","Kishore Sahu, Ramola, Mohana, Mumtaz Ali, Mubarak, Amir Bano, Jankidas",romance Comedy
1949,Roomal,Ramchandra Thakur,"P. Jairaj, Nargis, Rehman, Cuckoo, Badri Prasad, Jeevan, Majnu, Jilloobai",Social
1949,Rooplekha,Mohammed Hussain,"Bhagwan, Shyama, Murad, Arvind Kumar, Elizer, Gulnar",Costume
1949,Roshni,Ramanlal Desai,"Nihal, Rehana, Pran, Mumtaz Ali, Haroon, Chand Burke, V. H. Desai",Social Drama
1949,Sampati,Amar Malik,"Bharti Devi, Talat Mehmood, Hiralal, Sunder",Social Family
1949,Sant Janabai,Govind Ghanekar,"Hansa Wadkar, Balakram, Shakuntala, Gouri, Javdekar, Abhyankar",religious
1949,Sanwariya,N. A. Mansuri,"Rehman, Hafiz Jehan, Veera, Indu Paul, Leela Mishra, Shamim Akhtar, Shanti Madhok, S. L. Puri",Social
1949,Sarojini,A. L. Ramesh,"H. Prakash, Jyoti, Indu Paul, Shamim Akhtar, Shanti Madhok",Social
1949,Sati Ahilya,Vasant Painter,"Sapru, Kamla Kotnis, Ulhas, Minaxi, Shashi Kapoor, Balakram, Cuckoo",religious
1949,Sawan Aya Re,Kishore Sahu,"Kishore Sahu, Ramola Mohana, David, Gulab, Ramesh Gupta, Pratima Devi, Anant Prabhu, Sofia",Social
1949,Sawan Bhado,Ravindra Dave,"Munawwar Sultana, Raj Adib, Om Prakash, Indu Paul, Jankidas, Randhir, Anwaribai",Social
1949,Shabnam,B. Mitra,"Dilip Kumar, Kamini Kaushal, Shyama, Mubarak, Jeevan, Cuckoo, Haroon, Rajendra Singh, Paro Devi",Romance Drama
1949,Shadi Ke Baad,"Billu Mehra, Pran Mehra","Amarnath, Jyoti, Sunder, Tandon",Family Social
1949,Shair,M. S. Chawla,"Dev Anand, Suraiya, Kamini Kaushal, Shyama, Agha, Murad, Ruby Myers Dulari, Cuckoo, Ruby Myers",romance Drama
1949,Shohrat,K. Amarnath,"Jayant, E. Billimoria, Sofia, Padma Bannerjee, Amir Bano",Social
1949,Singaar,J. K. Nanda,"Suraiya, P. Jairaj, Madhubala, K. N. Singh, Durga Khote, Madan Puri, Randhir",Drama
1949,Sipahiya,Aspi Irani,"Madhubala, Yakub, Altaf, Agha, Kanhaiyalal, Ghulam Rasool, Amirbai Karnataki, Husn Banu, Jilloobai",Romance Drama
1949,Sudhar,Batuk Bhatt,"Yakub, Madhurika Arun Kumar Ahuja, Gope, Agha, Nirmala Devi",Social
1949,Sunehre Din,Satish Nigam,"Raj Kapoor, Rehana, Nigar Sultana, Roop Kamal, Kamlakant, Haroon, Hira Sawant, Ramesh, Sinha",romance Drama
1949,Swayam-Siddha,Shyam Dass,"Amarnath, Shanta Apte, Molina, Samar Roy, Bipin Gupta, Hiralal",Social
1949,Tara,R. D. Pareenja,"Shyama, Amarnath, Jawahar Kaul, Kuldip Kaur, Majnu, Nayantara, Chand Burke",Social
1949,saheed e azam bhagat singh,ganesh acharya (Sudesh),"sudesh, Amarnath, Jawahar Kaul, Kuldip Kaur, Majnu, Nayantara, Chand Burke",Social
1949,Thes,Kidar Sharma,"Bharat Bhushan, Purnima, Shashikala, Gyani, Maruti, Kamal Mehra",Social Romance
1949,Udhaar,S. S. Kulkarni,"Munawwar Sultana, Dev Anand, Nirupa Roy, Bharat Bhushan,Narmada Shanker, Salvi, Ram Singh",Social
1949,Veer Ghatotkach,,"Shahu Modak, Meena Kumari, Amarnath, Sumati Gupta, Sona Chatterjee, Vasantrao Pehalwan, Niranjan Sharma, S. N. Tripathi",Mythology
1949,Vikram Shashikala,D. K. Rane,"Master Vithal, Monica Desai, Shobha, Indumati",Legend
1949,Zevaraat,Habib Sarhadi,"Masood, Meena, Yakub, Jayant, Shanta Pawar",Social
1950,Aadhi Raat,S.K. Ojha,"Ashok Kumar, Nargis, Kuldip Kaur, Cukoo, Jeevan, Neelam, Tiwari",Social Drama
1950,Aahuti,Kulbhushan,"Mumtaz Shanti, Shyama, Sapru, Ranjit, Kumari, Kesari, Cuckoo",Social
1950,Aankhen,Devendra Goel,"Bharat Bhushan, Nalini Jaywant, Yakub, Shekhar, Jeevan, Yashodhara Katju",Family Drama
1950,Achchaji,S. H. Tharani,"Bhagwan, Leela Gupte, Cuckoo, Baburao, Naaz, Usha Shukla, Habib",Action Comedy
1950,Aflatoon,Jaswant Jhaveri,"Bhagwan, Usha, Lila Gupta, Baburao Pendharkar, Vasantrao Pehalwan",Action
1950,Afsar,Chetan Anand,"Dev Anand, Suraiya, Rashid Khan, Zohra Sehgal, Manmohan Krishan, Kanhaiya Lal, Ruma Devi",romance comedy
1950,Alakh Niranjan,Gunjal,"Nirupa Roy, Trilok Kapoor, Durga Khote, Sapru, Aroon, Ulhas",religious
1950,Anmol Ratan,M. Sadiq,"Meena Kumari, Karan Dewan, Madan Puri, Gope, Nirmala",Romance Drama
1950,Arzoo,Shaheed Latif,"Dilip Kumar, Kamini Kaushal,Shashikala, Gope, Cuckoo, Sita Bose",romance Drama
1950,Babooji,Bhagwan,"Bhagwan, Munawwar Sultana, Leela Gupte, Amar, A. Shah, Jankidas",Action
1950,Babul,S. U. Sunny,"Dilip Kumar, Nargis, Munawwar Sultana, Tun Tun, Amar, A. Shah, Jankidas",Drama
1950,Bahurani,S. M. Yusuf,"Shekhar, Ruby Myers Chatteree, Kaushalya, Amar, Gope, Lalita Pawar, David, Yashodhara Katju, N. A. Ansari",Family Drama
1950,Bakhshish,"Brij Mohan, A. Jadhav","Bhagwan, Leela Gupte, Usha Shukla, Baburao, Inamdar",Action
1950,Banwra,G. Rakesh,"Raj Kapoor, Nimmi, Lalita Pawar, Hiralal, Lalita Pawar, K. N. Singh, Rattan Kumar, Sunder",Social
1950,Basera,Inayat,"Ramola, Hiralal, Veena Kumari, Roop Mala, Chanda, Bhudo Advani",Social
1950,Bawre Nain,Kidar Sharma,"Raj Kapoor, Geeta Bali, Cuckoo, Vijayalaxmi, Jaswant, Pesi Patel, Majnu, Nazira",Romance
1950,Bebus,,"Bharat Bhushan, Purnima, Chandrashekhar, Cuckoo, W. M. Khan",Social
1950,Beqasoor,K. Amarnath,"Madhubala, Ajit, Yakub, Pramila, Geeta Nizami, Durga Khote, Gope",Family Drama
1950,Bhagwan Shri Krishna,Raja Yagnik,"Shahu Modak, Usha Kiran, Ruby Myers Chatterjiee, David, Ishwarlal, Niranjan Sharma",Religious
1950,Bhai Bahen,Ram Darayani,"Geeta Bali, Bharat Bhushan, Nirupa Roy, Prem Abid, Gope, Jeevan, Gulab, Cuckoo",Family Drama
1950,Bhimsen,Jayant Desai,"Trilok Kapoor, Nirupa Roy, B. M. Vyas, Murad, Durga Khote, Ramsingh, Narbada Shanker",Mythology
1950,Bhishma Pratigya,Vasant Painter,"Nargis, Shahu Modak, Mahipal, Purnima, Kumar, Nimbalkar",Mythology
1950,Birha Ki Raat,Gajanan Jagirdar,"Dev Anand, Nargis, Om Prakash, Snehprabha, Jagirdar, Madan Puri",romance Drama
1950,Biwi,Kishore Sharma,"Mumtaz Shanti, Veena, Ramlal, Al Nasir, Pran",Drama
1950,Chhoti Bhabi,Shanti Kumar,"Nargis, Shyama, Karan Dewan, Yakub, Suraiya Choudhary, Johar, Tabassum",Family Drama
1950,Chor,A. P. Kapoor,"Meera Misra, Krishnakant, Cuckoo, Sankatha, Sona Chatterjee",Crime Action
1950,Circuswale,Balwant Bhatt,"Fearless Nadia, John Cawas, Dalpat, Narmada Shanker, Sona Chatterjee",Action
1950,Dahej,A. R. Kardar,"Prithviraj Kapoor, Karan Dewan, Jayshree, Murad, Lalita Pawar, Ulhas, Mumtaz Begum",Social Drama
1950,Dastan,A. R. Kardar,"Raj Kapoor, Suraiya, Veena, Al Nasir, Murad, Suresh, Pratima Devi, S. N. Banerjee",romance Melodrama
1950,Dilruba,Dwarka Khosla,"Dev Anand, Rehana, Yakub, Achala Sachdev, Cuckoo, Balam",Social
1950,Dolti Naiya,Mirza Musharaf,"Nigar Sultana, Amarnath, Shyama, Dulari, Veena, Mukri, Bhudo Advani, Mirza Musharaf",Social
1950,Gauna,Amiya Chakravarty,"Usha Kiran, Anoop Kumar, Purnima, S. Nazir, Kesari, Wasti",Family Drama
1950,Gulnar,Harbans,"Geeta Bali, Salim Raza, Cuckoo, Farida, Kamal",Action
1950,Hamara Ghar,Nanabhai Bhatt,"Meena Kumari, Umakant, Agha, Jankidas, Yashodhara Katju, Durga Khote, Ramesh Gupta, David",Family Drama
1950,Hamari Beti,Shobhana Samarth,"Shekhar, Nutan, Motilal, Shobhana Samarth, Tanuja, Agha, Pramila, David, K. N. Singh, Veera",Family
1950,Hanste Aansoo,K. B. Lal,"Madhubala, Motilal, Gope, Manorama, Mirza Musharaf, Jankidas",Social
1950,Hanste Rehna,Mohammed Hussain,"Mukri, Mumtaz, Arvind Kumar, Habib, Heera Sawant",Action
1950,Har Har Mahadev,Jayant Desai,"Trilok Kapoor, Nirupa Roy, Durga Khote, Jeevan, Niranjan Sharma, Shanta Kunwar",Religious
1950,Hindustan Hamara,Paul Zils,"Prithviraj Kapoor, Dev Anand, Nalini Jaywant, Durga Khote, Premnath, P. Jairaj, David, Ulhas, Wasti, K. N. Singh",Social
1950,Jalte Deep,Deepak Asha,"Nimmi, Amarnath, Deepak, Leela Mishra, Randhir",Social
1950,Jan Pahchan,Fali Mistry,"Raj Kapoor, Nargis, Shyama, Jeevan, Mukri, Dulari, Amar, Sankatha",romance Drama
1950,Janmashtami,Nanabhai Bhatt,"Bharat Bhushan, Shobhana Samarth, Kanta Kumari, Jeevan, Raj Kumar, Amirbai Karnataki",religious
1950,Jodidar,Balwant Bhatt,"Bhagwan, Malti, Shyam Sunder, Kanta Kumari, Chand",Action
1950,Jogan,Kidar Nath Sharma,"Dilip Kumar, Nargis, Purnima, Tabassum, Rajendra Kumar, Manju, Ramesh Thakur, Darpan, Pesi Patel",Social Drama
1950,Kamal Ke Phool,D.D. Kashyap,"Suraiya, Amarnath, Shakuntala, Raj Mehra, Badri Prasad, Leela Mishra, Jeevan, Niranjan Sharma",Social
1950,Khamosh Sipahi,Ram Kamlani,"Nigar Sultana, Gope, Sohan, David",Action
1950,Khel,S. M. Nawab,"Dev Anand, Nargis, Nigar Sultana, Murad, Neelam, Anwar Hussain",Social Drama
1950,Khiladi,R. C. Talwar,"Ashok Kumar, Suraiya, Kumar, Indu, Aloke, E. Tarapore, Narmada Shankar, Sunder",Action Romance
1950,Kisi Ki Yaad,Chaturbhuj Doshi,"Bharat Bhushan, Veena, Ruby Myers Chatterjee, Paro Devi, Jeevan, Badri Prasad, Mumtaz",Drama
1950,Lajawab,Jagatrai Pesumal Advani,"Sohan, Rehana, Kuldip Kaur, Randhir, Iftekhar, Pran",Social
1950,Lavangi,Y. V. Rao,"Rukmini, Shanta Devi, Ramesh Tiwari, R. P. Misra, Leela Bai, Maya Bose",Historical
1950,Madhubala,Prahlad Dutt,"Dev Anand, Madhubala, Jeevan, Ramesh Thakur, Randhir, Ram Avtar, Manju",romance melodrama
1950,Magroor,R. D. Mathur,"Meena Kumari, P. Jairaj, Rehman, Nigar Sultana, Durga Khote, Mirza Musharraf, Jillobai",Romance Drama
1950,Man Ka Meet,Ratilal Punatkar,"Nirupa Roy, Manhar Desai, Dulari, Shanti Madhok, Sarita Devi",Social
1950,Mashaal,Nitin Bose,"Ashok Kumar, Sumitra Devi, Ruma Devi, S. Nasir, Kanu Roy, Arun Kumar, Cuckoo, Nana Palsikar",Social
1950,Meena Bazaar,Ravindra Dave,"Shyam, Nargis, Kuldip Kaur, Om Prakash, Gope, Sapru, Chandabai",
1950,Meharbani,K. Amarnath,"Ajit, Begum Para, Yakub, Gope, Cuckoo, Indu Pal, Shanta Pawar",Social Drama
1950,Meri Asha,Dr. Alam,"Agha, Murad, Shanta Kanwar, Nihal, Radha",Social
1950,Muqaddar,Arvind Sen,"Nalini Jaywant, Sajjan, Kishore Kumar, Radhakrishan, Krishnakant, Iftekhar, Sofia, Samson",Social
1950,Nai Bhabhi,S. D. Narang,"Amarnath, Smriti Biswas, Sunder, Cuckoo, Kaushalya, Maya Devi",Family Drama
1950,Nili,Ratibhai Punatar,"Dev Anand, Suraiya, Shyama, Agha, Dulari, Cuckoo",Romance Drama
1950,Nirala,Shanker Mukerji,"Dev Anand, Madhubala, Yakub, Radhakrishan, Mumtaz Ali, Leela Mishra, Narmada Shankar",Social
1950,Nirdosh,Najam Naqvi,"Shyam, Rehana, Kuldip Kaur, K. N. Singh, Om Prakash, Mukri, S. L. Puri, Mishra, S. M. Abbas",Social
1950,Nishana,Wajahat Mirza,"Ashok Kumar, Madhubala, Shyama, Geeta Bali, Yakub, Durga Khote, K. N. Singh, S. M. Abbas, Mukri, Balam, Cuckoo, Kanhaiyalal",Social Drama
1950,Pagle,Protima Das Gupta,"Gajanan Jagirdar, Begam Para, Agha, Krishna Kumar, Cuckoo, David, Pratima Devi, Mubarak",Social
1950,Pardes,M. Sadiq,"Madhubala, Rehman, Karan Dewan, Surendra, Jayant, Cuckoo, Mukri, Shakuntala, Jagdish Sethi, Chanchal",Social Family Drama
1950,Pehla Aadmi,Bimal Roy,"Smriti Biswas, Pahari Sanyal, Paul Mahendra, Jahar Roy, Hiralal, Asit Sen",Social
1950,Putli,Wali,"Mumtaz Shanti, Yakub, Pran, Husn Banu, Cuckoo",Social
1950,Pyar,V. M. Vyas,"Raj Kapoor, Nargis, Shyama, Yakub, Nawab, W. M. Khan, Kesari, Kumar",Romance Drama
1950,Pyaar Ki Manzil,Keki Mistry,"Rehman, Munawwar Sultana, Gope, Jankidas, Kamal, Pratima Devi",Social
1950,Raj Mukut,Nanubhai Vakil,"P. Jairaj, Nimmi, Veena, Sapru,   Tabassum, Ram Singh",Costume Action
1950,Raj Rani,Satish Nigam,"Rehman, Usha Kiran, Meena, Shashikala, Sohan, Cuckoo",Social
1950,Ram Darshan,Ramesh Gupta,"Bharat Bhushan, Mridula Rani, Shashi Kapoor, Sheela Naik",Religious
1950,Rangila Musafir,A. Karim,"Bhagwan, Usha Shukla, Babu Rao, Leela Pawar, Shanta Patel",Action
1950,Rupaiya,G. P. Pawar,"Om Prakash, Shashikala, Manmohan,   Naaz, Anwaribai, Mirajkar, Kamalkant",Social
1950,Sabak,M. Sadiq,"Karan Dewan, Munawwar Sultana, Shyama, Om Prakash, Kumar, Gajanan Jagirdar, Jillobai",Social
1950,Sachcha Pyaar,Niranjan,"Majnu, Kanta Kumari, Rajan Haksar, Manorama, Cuckoo",Social
1950,Samadhi,Ramesh Saigal,"Ashok Kumar, Nalini Jaywant, Kuldip Kaur, Mubarak, David, Sandhya, Shashi Kapoor, Shyam",Social Patriotic
1950,Sangeeta,Ramanlal Desai,"Shyam, Suraiya, Nigar Sultana, Radhakrishan, Mumtaz Ali, Pran",Romance Drama
1950,Sangram,Gyan Mukerjee,"Ashok Kumar, Nalini Jaywant, Sajjan, Tiwari, Nawab, Samson,   Tabassum",Social Drama
1950,Sargam,P. L. Santoshi,"Raj Kapoor, Rehana, Om Prakash, Mumtaz Ali, Vijayalaxmi, Radhakrishan, Paro Devi, Rattan Kumar, Chandabai, David, Tabassum",Musical
1950,Sartaj,S. Khalil,"Motilal, Munawwar Sultana, Shyama, Ansari, Manorama, Mirza Musharraf",Drama
1950,Sati Narmada,Ishwarlal,"Ishwarlal, Ruby Myers Chatterjee, Jeevan, Umakant, Salvi, Babu Raje",religious
1950,Shaan,Jayant Desai,"Suraiya, Rehman, David, Sapru, Manorama, Cuckoo, Amar, Pratima Devi",Social
1950,Shadi Ki Raat,Yashwant Pethkar,"Geeta Bali, Rehman, Vijaylaxmi, Arun Kumar, Leela Mishra, Jankidas, Ansari, Shanta Kunwar",Drama
1950,Sheesh Mahal,Sohrab Modi,"Sohrab Modi, Naseem Banu, Amarnath, Nigar Sultana, Pran, Mubarak, Leela Mishra, A. Shah",Family Drama
1950,Shri Ganesh Mahima,Homi Wadia,"Mahipal, Meena Kumari, Amarnath, Mulchand, S. N. Tripathi, Dalpat",religious
1950,Shri Krishna Darshan,A. R. Sheikh,"Usha Kiran, Anant Marathe, Durga Khote, Shakuntala",religious
1950,Shri Ram Avtar,W. Garcher,"Shahu Modak, Amarnath, Ratanmala, Asha Rani, Leela Mishra",Religious
1950,Surajmukhi,O. P. Dutta,"Shyam, Rehana, Gope, Mukri, Durga Khote, Yashodhara Katju, Randhir, Cuckoo",Social
1950,Veer Babruwahan,Danabhai Bhatt,"Amarnath, Mridula, S. N. Tripathi, Shashi Kapoor, Umakant, Jankidas, B. M. Vyas",mythology
1950,Veer Bhimsen,Jayant Desai,"Trilok Kapoor, Nirupa Roy, Durga Khote, Ram Singh, Umakant, Vasantrao Pehalwan, Shakuntala",mythology
1950,Wafa,J. P. Advani,"Karan Dewan, Nimmi, Yakub, Gope, I S Johar, Gulab, Shyam, Bipin Gupta",romance Drama
1951,25th July,Chitra Mitra,"Chandravati, Pahari Sanyal, Raj Kumar",Social
1951,Actor,Ramji Arya,"Ramola, Geeta Nazami, Bhagwan, Sunder, Ruby Myers, Gulzar, Murad",Action Drama
1951,Ada,D. C. Goel,"Rehana, Shekhar, Gope, Madan Puri, Mohana, Shanta Kanwar",Action Romance
1951,Afsana,B. R. Chopra,"Ashok Kumar, Veena, Pran, Jeevan",Crime Thriller Romance
1951,Albela,Bhagwan,"Geeta Bali, Bhagwan, Sunder, Pratima Devi, Nihal, Maruti, Dulari, Badri Prasad",Drama Romance
1951,Amanat,Aravind Sen,"Bharat Bhushan, Nazir Hussain, Asha Mathur, Pran, Chand Usmani",Drama Social
1951,Andolan,Phani Mujumdar,"Kishore Kumar, Sushma, Pushpa, Manju, Krishnakant, Shivraj, Parshuram",Social Drama
1951,Awaara,Raj Kapoor,"Raj Kapoor, Nargis, Prithviraj Kapoor, Leela Chitnis, K.N.Singh, Shashi Kapoor",Crime Thriller/Romance
1951,Azaadi Ke Baad,D. K. Chatterji,"Meera Mishra, Asit Baran, Pannalal Ghosh, Tandon",Social Drama
1951,Baazi,Guru Dutt,"Dev Anand, Geeta Bali, Kalpana Kartik, Johnny Walker, K. N. Singh, Rashid Khan, Krishan Dhawan",Crime Thriller
1951,Baadal,Amiya Chakravarty,"Madhubala, Premnath, Purnima, Hiralal, Randhir, S. Nazir, Agha",Action Costume Romance
1951,Babla,Agradoot,"Paresh Banerjee, Naren Bhattacharya, Nibhanani Devi, Jahar Ganguli, Prabhadevi, Pahari Sanyal, Sova Sen",Social
1951,Bade Bhaiyya,Aspi Irani,"Nirupa Roy, Suresh, Agha, Yakub, Husn Banu, Naaz, Habib",Family Drama
1951,Bade Sahab,G. P. Pawar,"Bhagwan, Leela Gupte, Baburao, Habib, Usha",Social
1951,Badi Bahu,S. Bhagat,"Nimmi, Shekhar, Ruby Myers Chatterji, Shivraj, Chanda",Family Drama
1951,Bahar,,"Vyjayanthimala, Karan Dewan, Pran, Pandhari Bai, Gope, Chaman Puri, Leela Mishra, Om Prakash, Sunder",romance Drama
1951,Bedardi,Kidar Sharma,"Geeta Bali, Nimmi, Jaswant, Amirbai Karnataki, Nazira, Manju, Rashid Khan, Cuckoo",Social
1951,Bhai Ka Pyar,Raja Nene,"Nalini Jaywant, Karan Dewan, Jagdish Sethi, Sunalini Devi",Family Drama
1951,Bhola Shankar,Vishram Bedekar,"Mahipal, Prem Adib, Vijaylaxmi, Bhagwan, Sadhna Bose, Sheela Naik",Mythology
1951,Bikhare Moti,S. N. Yusuf,"Nigar Sultana, Kamini Kaushal, Jayant, Jeevan, Neelam, Ranjana",Social Drama
1951,Buzdil,Shahid Lateef,"Kishore Sahu, Nimmi, Premnath, Kanhaiyalal, Sunalini Devi, Cuckoo",Social
1951,Damad,Brij Rani,"Bhagwan, Krishna Kumari, Yashodhara Katju, Pratima Devi, Cuckoo, Gajanan Jagirdar",Family
1951,Daman,Nanabhai Bhatt,"Ajit, Nigar Sultana, Pran, Yashodhara Katju, Agha, Hiralal",Family Drama
1951,Dasavtaar,Jayant Desai,"Nirupa Roy, Trilok Kapoor, Murad, Jeevan, Niranjan Sharma, Tabassum",mythology
1951,Deedar,Nitin Bose,"Dilip Kumar, Ashok Kumar, Nargis, Nimmi, Sapru",romance drama
1951,Deepak,Chandrashekhar,"Prithviraj Kapoor, Vijaylaxmi, Umesh Sharma, Sajjan, Kamal Mehra, Shanti Madhok",Social Drama
1951,Dholak,Roop K. Shorey,"Ajit, Meena Shorey, Manmohan Krishna, Yashodhara Katju, Majnu, Shakuntala",Social Drama
1951,Dilbar,Raja Ram,"Agha, Raja, Bibi, Tiwari, Leela Kumari, Siddiqui, Mumtaz",
1951,Do Sitare,D. D. Kashyap,"Dev Anand, Suraiya, Premnath, Kuldip Kaur, Mumtaz, Shakuntala Paranjpye",Social Drama
1951,Ek Nazar,O. P. Dutta,"Nalini Jaywant, Karan Dewan, Kuldip Kaur, Rehman, Gope, Raj Mehra, Randhir",romance Drama
1951,Ek Tha Ladka,Room Sanware,"Bharat Bhushan, Geeta Bali, Geeta Nizami, Tiwari, Jankidas",Social
1951,Ek Tha Raja,K. Ramnath,"M G Ramachandran, Anjali Devi, Pandaribai Madhavi Devi, S V Sahasraman",Costume Drama
1951,For Ladies Only a.k.a. Titli,Bedi,"Sadhana Bose, Kuldip Kaur, Rupa Verman, Kamal Mehra, Satish",Social
1951,Ghayal,Ramchandra Thakur,"Geeta Bali, Sheikh Mukhtar, Ruby Myers Chatterjee, Jawahar Kaul, Yashwant Dave, Pesi Patel, Mirza Musharaf",Action Social
1951,Hamari Shaan,Balwant Bhatt,"Bharat Bhushan, Veera, Durga Khote, Yakub, Agha, S. N. Tripathi, David, Yashodhara Katju",Family Drama
1951,Hanuman Patal Vijay,Homi Wadia,"Meena Kumari, Mahipal, Amarnath, Niranjan Sharma, Dalpat, Bimla, Shanta Kanwar",Religious
1951,Hulchul,Shubh Karan Ojha,"Dilip Kumar, Nargis, Sitara Devi, Yakub, Jeevan, Balraj Sahni",Family Social Drama
1951,Humlog,Zia Sarhadi,"Nutan, Balraj Sahni, Shyama, Sajjan, Kanhaiyalal, Durga Khote, Cuckoo, Ratan",Social
1951,Ishwar Bhakti,Gunjal,"Trilok Kapoor, Nirupa Roy, Shalini, Urvashi, Nand Kishore",religious
